0,13,5.00617,0.195226,1.10532,-322.684,13,3,5
1,13,5.00617,0.195226,1.10532,-322.684,13,8,5
2,14,5.01628,1.91899,2.1013,-275.671,13,8,5
3,15,4.61889,2.32739,2.60862,-136.159,14,8,5
4,17,7.18578,0.530069,6.4392,-296.746,15,7,5
5,15,8.40945,1.2977,7.46496,-102.5,16,7,7
6,15,8.42216,2.43369,9.06129,-75.816,15,11,7
7,15,8.34608,2.39704,10.7705,-14.6038,15,11,7
8,16,5.74598,0.582618,8.99926,-95.1828,15,8,5
9,14,2.39366,-0.392203,9.45196,-155.484,15,7,5
10,16,1.20176,1.33638,4.38618,-48.5933,16,15,15
11,16,4.50852,-1.63258,5.13624,-235.167,16,8,5
12,15,5.4969,-2.7812,6.20033,-2.30698,15,16,16
13,15,-7.07893,-2.75467,9.30513,18.8260643642,15,16,16
