17
0.0774920450135,4.41819505262e-13,1.12171878017e-07,0.0938997399869,0.013285667397,1.84616929788e-16,3.52557841268e-14,0.216857804763,0.00126503949618,4.33395747011e-09,1.86587073335e-05,0.0779000306099,7.79687729839e-11,2.34231236032e-11,1.29872470141e-10,0.1360126883,1.99034691696e-07,0.37445474879,1.61518287136e-11,9.78036044465e-06,4.43496060241e-13,1.0291730138e-08,3.14259885802e-08,8.60428513651e-07,2.64725185166e-08,9.25015969538e-05,1.98305615911e-12,0.00731592164799,0.00139412197646,6.94438882572e-09,
