0,29,4.98614,0.246905,1.104,-282.558,29,3,3
1,29,4.98614,0.246905,1.104,-282.558,29,3,3
2,29,4.98522,1.96816,2.1084,-262.152,29,3,3
3,29,4.58292,2.41059,2.63502,-137.502,29,3,3
4,29,7.19601,0.624744,6.39978,-355.708,29,5,5
5,29,8.42518,1.37579,7.42456,-115.942,29,5,5
6,29,8.49856,2.4716,9.02894,-75.8426,29,5,5
7,29,8.41013,2.43801,10.7484,-14.4418,29,5,5
8,29,5.74313,0.602799,8.99539,-95.5447,29,3,3
9,29,2.3892,-0.393382,9.45118,-162.034,29,7,7
10,29,1.19002,1.33132,4.40033,-34.7196,29,7,7
11,29,4.53003,-1.61383,5.13054,-267.848,29,6,6
12,29,5.52294,-2.72173,6.18516,5.05135987269,29,6,6
