0,-8.35229,1.01324,13.5887,-102.748,1
1,-8.35485,1.016,13.5815,-108.981,1
2,-8.26404,0.811511,13.862,-696.456,2
3,-8.36481,1.08485,13.5629,-82.2769,4
4,-8.38294,1.0919,13.5479,-109.701,5
5,-8.34906,1.03336,13.3279,-696.381,6
6,-8.40218,1.04875,13.5785,-115.123,7
7,-8.38913,1.00843,13.5943,-109.061,7
8,-8.38043,0.964674,13.7776,-596.568,8
9,-8.36623,1.04791,13.5605,-109.016,9
10,-8.37521,1.06827,13.556,-76.4929,10
11,-8.41651,1.01988,13.7774,-596.887,11
12,-8.26197,1.03467,13.314,-716.313,12
13,-8.16039,1.07545,13.6781,-470.036,14
14,-8.37997,1.04731,13.5669,-108.894,15
15,-8.33961,0.994824,13.6049,-110.444,16
16,-8.37502,1.07938,13.5719,-95.8586,17
17,-8.41568,1.04019,13.7466,-596.86,18
18,-8.37015,1.07646,13.5741,-95.9033,18
19,-8.36633,1.07431,13.5727,-89.2344,19
20,-8.36707,1.0129,13.5828,-83.147,21
21,-8.37746,1.00751,13.2513,-729.959,21
22,-8.39246,1.02027,13.5802,-101.779,22
23,-8.37028,1.02928,13.5711,-76.1218,24
24,-8.37087,1.02893,13.5711,-76.1074,24
25,-8.41553,0.867255,14.221,-848.903,25
26,-8.36971,1.02091,13.5804,-82.2553,27
27,-8.42875,1.0259,13.5682,-109.349,28
28,-8.36229,1.05555,13.2859,-670.156,29
29,-8.37227,0.969752,13.1165,-762.161,29
