0,-5.23282,-3.58128,19.7877,-0.628178,0
1,-5.23825,-3.58146,19.7858,-0.664226,1
2,-5.18239,-3.11225,19.6555,-317.633,1
3,-5.12938,-3.48329,19.2371,-682.519,2
4,-5.20644,-3.42991,20.0557,-795.702,3
5,-5.23422,-3.58398,19.7872,-0.666783,6
6,-5.2371,-3.5846,19.7876,-0.671046,6
7,-5.23115,-3.58442,19.7886,-0.643302,7
8,-5.32903,-3.46819,20.0633,-822.003,8
9,-5.23334,-3.42438,19.2031,-675.935,9
10,-5.23235,-3.58414,19.7883,-0.66751,9
11,-5.23231,-3.58264,19.788,-0.663406,10
12,-5.23515,-3.58195,19.7866,-0.667593,12
13,-5.23568,-3.58349,19.787,-0.641138,13
14,-5.23489,-3.58456,19.7873,-0.645354,13
15,-5.23547,-3.58311,19.7867,-0.643851,14
16,-5.23652,-3.58213,19.7867,-0.663868,15
17,-5.23923,-3.58165,19.7873,-0.669525,18
18,-5.2289,-3.58363,19.7887,-0.712718,19
19,-5.22972,-3.5827,19.7881,-0.705179,19
20,-5.22981,-3.58147,19.7879,-0.707403,20
21,-5.0618,-3.48452,19.8702,-357.039,21
22,-5.23409,-3.58079,19.7859,-0.717082,22
23,-5.22985,-3.58131,19.7877,-0.70862,22
24,-5.22121,-3.58064,19.786,-0.71948,23
25,-5.19228,-3.57973,19.7875,-0.724144,25
26,-5.19218,-3.57765,19.7868,-0.718469,26
27,-5.23588,-3.58093,19.7856,-0.704026,26
28,-5.2286,-3.58252,19.7885,-0.696959,27
29,-5.23019,-3.58254,19.788,-0.687447,28
