0,-3.58018,-3.05565,13.2935,-54.5664,0
1,-3.58133,-3.0542,13.2935,-54.5661,0
2,-3.58336,-3.041,13.293,-48.1628,4
3,-3.57038,-3.07598,13.304,-60.9295,5
4,-3.59196,-3.04931,13.2958,-47.9873,5
5,-3.57331,-3.05084,13.2943,-54.5947,7
6,-3.56943,-3.05239,13.2926,-54.6529,7
7,-3.58164,-3.0359,13.2917,-48.554,9
8,-3.55047,-3.0827,13.3051,-54.314,11
9,-3.56209,-3.08079,13.3032,-54.3228,11
10,-3.54718,-3.06699,13.3031,-54.3939,13
11,-3.54596,-3.06622,13.303,-54.3983,13
12,-3.56944,-2.94608,13.2751,-48.0742,14
13,-3.55663,-2.96402,13.2821,-54.2444,14
14,-3.53479,-3.03886,13.2959,-54.1979,19
15,-3.5257,-3.0298,13.3017,-48.0187,21
16,-3.53282,-3.04397,13.2979,-54.182,21
17,-3.53726,-2.99004,13.2891,-42.6024,22
18,-3.5315,-3.04132,13.2974,-54.1912,23
19,-3.53374,-3.0405,13.2963,-54.1957,23
20,-3.54398,-3.02096,13.288,-48.0272,24
21,-3.46936,-3.02642,13.6524,-722.517,24
22,-3.53293,-3.03965,13.2971,-54.2086,25
23,-3.52825,-3.01206,13.3,-42.1408,26
24,-3.52118,-3.03281,13.3063,-48.5109,26
25,-3.533,-3.0413,13.2977,-54.1788,27
26,-3.53463,-3.04119,13.2969,-54.17,27
27,-3.52366,-3.03302,13.3028,-48.0206,28
28,-3.52937,-3.04291,13.301,-54.2824,29
29,-3.52982,-3.0233,13.2999,-48.1462,29
