0,3.18175,-2.44903,19.1878,-0.630433,0
1,3.18205,-2.4489,19.1878,-0.628045,1
2,3.18221,-2.44903,19.1876,-0.629668,2
3,3.18117,-2.44981,19.1882,-0.631598,3
4,3.18134,-2.44999,19.1882,-0.623166,4
5,3.18231,-2.44861,19.1879,-0.629416,5
6,3.18217,-2.44857,19.1874,-0.631647,6
7,3.18226,-2.44889,19.1875,-0.631893,7
8,3.18225,-2.44815,19.1873,-0.633516,8
9,3.18102,-2.44878,19.1877,-0.629415,9
10,3.18141,-2.44801,19.1871,-0.630349,10
11,3.1822,-2.44954,19.1881,-0.628522,11
12,3.18137,-2.44977,19.1884,-0.630537,12
13,3.18088,-2.4485,19.1873,-0.632396,13
14,3.18106,-2.44857,19.1875,-0.632609,14
15,3.18116,-2.4495,19.1874,-0.631841,15
16,3.23441,-2.45519,19.1953,-0.734676,16
17,3.2337,-2.45414,19.1951,-0.741273,17
18,3.1838,-2.45029,19.1889,-0.651022,18
19,3.18399,-2.45035,19.1888,-0.649025,19
20,3.18363,-2.45003,19.1888,-0.650602,20
21,3.18415,-2.44895,19.1877,-0.646851,21
22,3.18355,-2.44886,19.1876,-0.649432,22
23,3.18356,-2.45034,19.1883,-0.645575,23
24,3.18368,-2.44922,19.1879,-0.647635,24
25,3.1822,-2.44812,19.1874,-0.648145,25
26,3.18199,-2.44638,19.187,-0.649772,26
27,3.18375,-2.44878,19.1882,-0.648226,27
28,3.18398,-2.4494,19.1879,-0.646443,28
29,3.18286,-2.44911,19.1881,-0.646979,29
